id,recordingid,shotid,sequenceid,url,date,format,camera,subjectid,glasses,source1,emotion,source2,rank,lefteye,righteye,nose,mouth,yaw,pitch,stageid,weather,collectionid,environmentid,sensorid,illuminantid,illuminantid1,illuminantid2,state,fileid,by_user,lastcheck,date_added,added_by,comment,temp_collectionid,enrolled_date,fileid,userkey,checksum,extension,size,lastcheck,rank,fstate,subjectid,gender,source1,YOB,source2,race,source3,sequence,date_added,s_irises,ethnicity
44302,nd5R55102,2008-092-059-face-closeup.NEF,05412d33,NULL,04_01_2008,nef,NULL,nd1S05412,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235120,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235120,2008-092-059-face-closeup.NEF,e8dda679122537475cb12cc52d5bce02,nef,8747699,05_16_2012,0,ok,nd1S05412,Female,Given,1986,Given,White,Retrospectively,187,06_12_2009,189766,NULL
44301,nd5R55103,2008-092-058-pre-mugshot.JPG,05301d55,NULL,04_01_2008,jpeg,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235119,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235119,2008-092-058-pre-mugshot.JPG,bd2b99542d2596e6b721213d1e518135,jpg,871282,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44298,nd5R55104,2008-092-058-post-activity-still.NEF,05301d56,NULL,04_01_2008,nef,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235116,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235116,2008-092-058-post-activity-still,2e46056a4b6d0263a3b7abb38ead0b6f,nef,8547126,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44299,nd5R55105,2008-092-058-post-mugshot.JPG,05301d57,NULL,04_01_2008,jpeg,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235117,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235117,2008-092-058-post-mugshot.JPG,02531293afd801c08d465c2ea13bd31d,jpg,846631,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44300,nd5R55106,2008-092-058-pre-activity-still.NEF,05301d58,NULL,04_01_2008,nef,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235118,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235118,2008-092-058-pre-activity-still.,7b1f80fafe9e0c999fbf81def77b70fe,nef,8702703,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44297,nd5R55107,2008-092-058-passport.NEF,05301d59,NULL,04_01_2008,nef,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235115,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235115,2008-092-058-passport.NEF,ee5c9af1537ff3377a40d3c30dc073d4,nef,5375376,12_05_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44296,nd5R55108,2008-092-058-hq.NEF,05301d60,NULL,04_01_2008,nef,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235114,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235114,2008-092-058-hq.NEF,20ff6c124083afe53eb29218e5ed2fa2,nef,8685065,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44294,nd5R55109,2008-092-057-pre-mugshot.JPG,05015d97,NULL,04_01_2008,jpeg,NULL,nd1S05015,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235112,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235112,2008-092-057-pre-mugshot.JPG,a386c1f6de663e7bfc5175cfad58089b,jpg,867574,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44295,nd5R55110,2008-092-058-face-closeup.NEF,05301d61,NULL,04_01_2008,nef,NULL,nd1S05301,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235113,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235113,2008-092-058-face-closeup.NEF,9c6ac4dba64570ca2e9581440689e259,nef,8462214,05_16_2012,0,ok,nd1S05301,Female,Given,1981,Given,White,Retrospectively,1863,07_12_2010,189754,NULL
44293,nd5R55111,2008-092-057-pre-activity-still.NEF,05015d98,NULL,04_01_2008,nef,NULL,nd1S05015,Yes,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235111,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235111,2008-092-057-pre-activity-still.,2a71df39dab656ec45f4b4adfb0392e8,nef,8779361,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44291,nd5R55112,2008-092-057-post-activity-still.NEF,05015d99,NULL,04_01_2008,nef,NULL,nd1S05015,Yes,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235109,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235109,2008-092-057-post-activity-still,b7278ca26d3a15a0c55e37c673104e12,nef,8611564,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44292,nd5R55113,2008-092-057-post-mugshot.JPG,05015d100,NULL,04_01_2008,jpeg,NULL,nd1S05015,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235110,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235110,2008-092-057-post-mugshot.JPG,9f9ad32f2a5abd724c50cd99d0da3e8f,jpg,850061,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44289,nd5R55114,2008-092-057-hq.NEF,05015d101,NULL,04_01_2008,nef,NULL,nd1S05015,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235107,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235107,2008-092-057-hq.NEF,7aeb82ec3c88bbf2a6c7634902fec2a5,nef,8556469,05_02_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44290,nd5R55115,2008-092-057-passport.NEF,05015d102,NULL,04_01_2008,nef,NULL,nd1S05015,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235108,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235108,2008-092-057-passport.NEF,09ce76347796c8cffb3c3c7eceb6e19b,nef,5286749,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44288,nd5R55116,2008-092-057-face-closeup.NEF,05015d103,NULL,04_01_2008,nef,NULL,nd1S05015,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235106,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235106,2008-092-057-face-closeup.NEF,c1a267f92c1506e9458f18637fe50258,nef,8644145,05_16_2012,0,ok,nd1S05015,Male,Given,1975,Given,White,Retrospectively,2975,07_12_2010,198135,NULL
44287,nd5R55117,2008-092-056-pre-mugshot.JPG,05432d27,NULL,04_01_2008,jpeg,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235105,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235105,2008-092-056-pre-mugshot.JPG,fbb286799a2f854e98c7cdf91fb8b565,jpg,870137,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44284,nd5R55118,2008-092-056-post-activity-still.NEF,05432d28,NULL,04_01_2008,nef,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235102,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235102,2008-092-056-post-activity-still,0ee9cec9bcc5d38a916a118923d5d29c,nef,8717721,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44285,nd5R55119,2008-092-056-post-mugshot.JPG,05432d29,NULL,04_01_2008,jpeg,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235103,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235103,2008-092-056-post-mugshot.JPG,8e393f1d9ce906f2eb432e09365d59fc,jpg,870796,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44286,nd5R55120,2008-092-056-pre-activity-still.NEF,05432d30,NULL,04_01_2008,nef,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235104,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235104,2008-092-056-pre-activity-still.,b19628ba20f245a89f475839dc31fe11,nef,9103865,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44283,nd5R55121,2008-092-056-passport.NEF,05432d31,NULL,04_01_2008,nef,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235101,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235101,2008-092-056-passport.NEF,49b3d94d3b47185f9c64d31fe30a913c,nef,5377048,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44282,nd5R55122,2008-092-056-hq.NEF,05432d32,NULL,04_01_2008,nef,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235100,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235100,2008-092-056-hq.NEF,4e5a4b461020ced90ec492673de69fe3,nef,8770144,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44280,nd5R55123,2008-092-055-pre-mugshot.JPG,05466d93,NULL,04_01_2008,jpeg,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235098,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235098,2008-092-055-pre-mugshot.JPG,5a364d7de3594cb6438254d8968a20c1,jpg,873055,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44281,nd5R55124,2008-092-056-face-closeup.NEF,05432d33,NULL,04_01_2008,nef,NULL,nd1S05432,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235099,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235099,2008-092-056-face-closeup.NEF,047f195fd58ba31bc59b5d456b0207c4,nef,8830993,05_16_2012,0,ok,nd1S05432,Male,Given,1982,Given,Asian,Retrospectively,2660,09_03_2010,189730,NULL
44279,nd5R55125,2008-092-055-pre-activity-still.NEF,05466d94,NULL,04_01_2008,nef,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235097,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235097,2008-092-055-pre-activity-still.,43df11bceb766fc1724f55f30045aea1,nef,8863137,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44277,nd5R55126,2008-092-055-post-activity-still.NEF,05466d95,NULL,04_01_2008,nef,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235095,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235095,2008-092-055-post-activity-still,952df2dfe4489d7283ebbf0daf069518,nef,8533947,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44278,nd5R55127,2008-092-055-post-mugshot.JPG,05466d96,NULL,04_01_2008,jpeg,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235096,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235096,2008-092-055-post-mugshot.JPG,d4931de77859e7c2e13f731c87e16cf4,jpg,865585,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44275,nd5R55128,2008-092-055-hq.NEF,05466d97,NULL,04_01_2008,nef,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235093,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235093,2008-092-055-hq.NEF,9ec21ec004dc013595643ac25d025a94,nef,8909846,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44276,nd5R55129,2008-092-055-passport.NEF,05466d98,NULL,04_01_2008,nef,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235094,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235094,2008-092-055-passport.NEF,161f71b86dae1caee074c206116a1193,nef,5390033,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44274,nd5R55130,2008-092-055-face-closeup.NEF,05466d99,NULL,04_01_2008,nef,NULL,nd1S05466,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235092,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235092,2008-092-055-face-closeup.NEF,087017ac4f17f1fe9e9e58417ae1e7c3,nef,8812977,05_16_2012,0,ok,nd1S05466,Female,Given,1982,Given,Asian,Retrospectively,403,02_12_2010,198689,NULL
44273,nd5R55131,2008-092-054-pre-mugshot.JPG,05320d27,NULL,04_01_2008,jpeg,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235091,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235091,2008-092-054-pre-mugshot.JPG,6bb64b3a12b1a4b1756b286aa426b3e6,jpg,872642,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44270,nd5R55132,2008-092-054-post-activity-still.NEF,05320d28,NULL,04_01_2008,nef,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235088,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235088,2008-092-054-post-activity-still,1d5b07e4fd74a849c0b38f553665a129,nef,8545713,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44271,nd5R55133,2008-092-054-post-mugshot.JPG,05320d29,NULL,04_01_2008,jpeg,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235089,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235089,2008-092-054-post-mugshot.JPG,65777432f2b6d8a86b351fdc3aa581b3,jpg,840778,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44272,nd5R55134,2008-092-054-pre-activity-still.NEF,05320d30,NULL,04_01_2008,nef,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235090,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235090,2008-092-054-pre-activity-still.,e1f4c7daba86ba36cdf0bfc2153be4b6,nef,8641719,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44269,nd5R55135,2008-092-054-passport.NEF,05320d31,NULL,04_01_2008,nef,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235087,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235087,2008-092-054-passport.NEF,00e6f1abbefb1c4c3e7e6d2cad0b6f4d,nef,5387389,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44268,nd5R55136,2008-092-054-hq.NEF,05320d32,NULL,04_01_2008,nef,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235086,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235086,2008-092-054-hq.NEF,373c0a954582c6c4bdb9c212bbb3f817,nef,8539777,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44266,nd5R55137,2008-092-053-pre-mugshot.JPG,05509d1,NULL,04_01_2008,jpeg,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235084,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235084,2008-092-053-pre-mugshot.JPG,bc114b0ff9c09264360584ddfa7cbedb,jpg,873952,05_02_2012,-1,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44267,nd5R55138,2008-092-054-face-closeup.NEF,05320d33,NULL,04_01_2008,nef,NULL,nd1S05320,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235085,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235085,2008-092-054-face-closeup.NEF,9570f9a70d5d1089540d56575fbdbd18,nef,8557121,05_16_2012,0,ok,nd1S05320,Male,Given,1979,Given,White,Retrospectively,211,06_12_2009,189706,NULL
44265,nd5R55139,2008-092-053-pre-activity-still.NEF,05509d2,NULL,04_01_2008,nef,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235083,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235083,2008-092-053-pre-activity-still.,d5c87509540d43d8ac5f4f9391c8c471,nef,8626531,05_16_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44263,nd5R55140,2008-092-053-post-activity-still.NEF,05509d3,NULL,04_01_2008,nef,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235081,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235081,2008-092-053-post-activity-still,a1998ddd38b0ac14a3e592eb0f6c2a15,nef,8662451,05_16_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44264,nd5R55141,2008-092-053-post-mugshot.JPG,05509d4,NULL,04_01_2008,jpeg,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235082,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235082,2008-092-053-post-mugshot.JPG,4f04591b25f3323cef0442d77eee603d,jpg,823076,05_16_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44261,nd5R55142,2008-092-053-hq.NEF,05509d5,NULL,04_01_2008,nef,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235079,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235079,2008-092-053-hq.NEF,5f614e5c7af15d8a38afcc5bf05c95b3,nef,8478061,05_04_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44262,nd5R55143,2008-092-053-passport.NEF,05509d6,NULL,04_01_2008,nef,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00042,nd1N00013,nd1I00010,nd1I00010,NULL,enrolled,235080,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235080,2008-092-053-passport.NEF,4d36d1a840db5050f77eb83d3b1c91e9,nef,5367707,05_16_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44260,nd5R55144,2008-092-053-face-closeup.NEF,05509d7,NULL,04_01_2008,nef,NULL,nd1S05509,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00010,Inside,nd1C00011,nd1E00041,nd1N00012,nd1I00010,nd1I00010,NULL,enrolled,235078,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235078,2008-092-053-face-closeup.NEF,6f25c4556a8029278dcef1e2e448c3c4,nef,8676589,05_16_2012,0,ok,nd1S05509,Male,Given,1987,Given,Unknown,Retrospectively,33,06_12_2009,189694,NULL
44259,nd5R55145,2008-092-052-pre-mugshot.JPG,05508d1,NULL,04_01_2008,jpeg,NULL,nd1S05508,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00014,nd1I00010,nd4I00010,NULL,enrolled,235077,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235077,2008-092-052-pre-mugshot.JPG,a397e853c6a333d4e8e48f52d8146c86,jpg,865770,05_16_2012,0,ok,nd1S05508,Female,Given,1987,Given,White,Retrospectively,184,02_12_2010,198223,NULL
44256,nd5R55146,2008-092-052-post-activity-still.NEF,05508d2,NULL,04_01_2008,nef,NULL,nd1S05508,No,Retrospectively,BlankStare,Given,NULL,NULL,NULL,NULL,NULL,NULL,NULL,nd1T00013,Inside,nd1C00011,nd1E00043,nd1N00012,nd1I00010,nd4I00010,NULL,enrolled,235074,flynn,08_23_2008,08_12_2008,dthomas4,NULL,1218579585,NULL,235074,2008-092-052-post-activity-still,7f24d4bedd4e659e41633f6169d3e34e,nef,8441022,05_16_2012,0,ok,nd1S05508,Female,Given,1987,Given,White,Retrospectively,184,02_12_2010,198223,NULL
